"Gene.stable.ID"	"Gene.name"	"Gene.name.uniq"	"in.dataset"	"ZFIN.ID"	"Gene.description"
"7426"	"ENSDARG00000014915"	"ndufab1b"	"ndufab1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-4437\")"	"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1b [Source:ZFIN;Acc:ZDB-GENE-030131-4437]"
"7427"	"ENSDARG00000005058"	"ncapd2"	"ncapd2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050506-59\")"	"non-SMC condensin I complex, subunit D2 [Source:ZFIN;Acc:ZDB-GENE-050506-59]"
"7473"	"ENSDARG00000035880"	"atp6v1c1b"	"atp6v1c1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041010-104\")"	"ATPase, H+ transporting, lysosomal, V1 subunit C1b [Source:ZFIN;Acc:ZDB-GENE-041010-104]"
"7479"	"ENSDARG00000056473"	"chaf1b"	"chaf1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1947\")"	"chromatin assembly factor 1, subunit B [Source:ZFIN;Acc:ZDB-GENE-040426-1947]"
"7485"	"ENSDARG00000088753"	"si:ch211-57h10.1"	"si:ch211-57h10.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060526-173\")"	"si:ch211-57h10.1 [Source:ZFIN;Acc:ZDB-GENE-060526-173]"
"7516"	"ENSDARG00000101431"	"gas8"	"gas8"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-1980\")"	"growth arrest-specific 8 [Source:ZFIN;Acc:ZDB-GENE-030131-1980]"
"7545"	"ENSDARG00000074390"	"tmem176l.4"	"tmem176l.4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-3532\")"	"transmembrane protein 176l.4 [Source:ZFIN;Acc:ZDB-GENE-030131-3532]"
"7559"	"ENSDARG00000077982"	"elf3"	"elf3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-8760\")"	"E74-like factor 3 (ets domain transcription factor, epithelial-specific ) [Source:ZFIN;Acc:ZDB-GENE-030131-8760]"
"7566"	"ENSDARG00000008803"	"marcksb"	"marcksb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-1921\")"	"myristoylated alanine-rich protein kinase C substrate b [Source:ZFIN;Acc:ZDB-GENE-030131-1921]"
"7589"	"ENSDARG00000099518"	"si:ch211-119e14.1"	"si:ch211-119e14.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141216-162\")"	"si:ch211-119e14.1 [Source:ZFIN;Acc:ZDB-GENE-141216-162]"
"7598"	"ENSDARG00000039458"	"lhx4"	"lhx4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060728-1\")"	"LIM homeobox 4 [Source:ZFIN;Acc:ZDB-GENE-060728-1]"
"7604"	"ENSDARG00000027538"	"noxred1"	"noxred1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-130530-573\")"	"NADP-dependent oxidoreductase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-130530-573]"
"7617"	"ENSDARG00000071410"	"cks2"	"cks2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050208-508\")"	"CDC28 protein kinase regulatory subunit 2 [Source:ZFIN;Acc:ZDB-GENE-050208-508]"
"7630"	"ENSDARG00000028119"	"sumo3a"	"sumo3a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2133\")"	"small ubiquitin-like modifier 3a [Source:ZFIN;Acc:ZDB-GENE-040426-2133]"
"7634"	"ENSDARG00000053575"	"gpat2"	"gpat2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050309-118\")"	"glycerol-3-phosphate acyltransferase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-050309-118]"
"7647"	"ENSDARG00000105749"	"CR788316.2"	"CR788316.2"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"7650"	"ENSDARG00000045549"	"bik"	"bik"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041210-181\")"	"BCL2-interacting killer (apoptosis-inducing) [Source:ZFIN;Acc:ZDB-GENE-041210-181]"
"7658"	"ENSDARG00000040251"	"ctsk"	"ctsk"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-001205-4\")"	"cathepsin K [Source:ZFIN;Acc:ZDB-GENE-001205-4]"
"7672"	"ENSDARG00000076833"	"atp1b1b"	"atp1b1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-001127-4\")"	"ATPase, Na+/K+ transporting, beta 1b polypeptide [Source:ZFIN;Acc:ZDB-GENE-001127-4]"
"7676"	"ENSDARG00000043581"	"gadd45aa"	"gadd45aa"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1501\")"	"growth arrest and DNA-damage-inducible, alpha, a [Source:ZFIN;Acc:ZDB-GENE-040426-1501]"
"7693"	"ENSDARG00000056803"	"ap1s1"	"ap1s1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1119\")"	"adaptor-related protein complex 1, sigma 1 subunit [Source:ZFIN;Acc:ZDB-GENE-040426-1119]"
"7721"	"ENSDARG00000069116"	"timm10"	"timm10"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-427\")"	"translocase of inner mitochondrial membrane 10 homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040718-427]"
"7758"	"ENSDARG00000035918"	"bzw2"	"bzw2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-746\")"	"basic leucine zipper and W2 domains 2 [Source:ZFIN;Acc:ZDB-GENE-040426-746]"
"7792"	"ENSDARG00000021483"	"cdc14b"	"cdc14b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-820\")"	"cell division cycle 14B [Source:ZFIN;Acc:ZDB-GENE-040426-820]"
"7799"	"ENSDARG00000095185"	"si:ch211-274p24.2"	"si:ch211-274p24.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050309-265\")"	"si:ch211-274p24.2 [Source:ZFIN;Acc:ZDB-GENE-050309-265]"
"7810"	"ENSDARG00000104350"	"si:dkey-68o6.6"	"si:dkey-68o6.6"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141212-381\")"	"si:dkey-68o6.6 [Source:ZFIN;Acc:ZDB-GENE-141212-381]"
"7814"	"ENSDARG00000042840"	"eml1"	"eml1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060929-156\")"	"echinoderm microtubule associated protein like 1 [Source:ZFIN;Acc:ZDB-GENE-060929-156]"
"7816"	"ENSDARG00000076480"	"mcf2lb"	"mcf2lb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-081104-416\")"	"mcf.2 cell line derived transforming sequence-like b [Source:ZFIN;Acc:ZDB-GENE-081104-416]"
"7818"	"ENSDARG00000093382"	"uqcc3"	"uqcc3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-8451\")"	"ubiquinol-cytochrome c reductase complex assembly factor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-8451]"
"7827"	"ENSDARG00000033971"	"prrx1a"	"prrx1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-020905-5\")"	"paired related homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-020905-5]"
"7829"	"ENSDARG00000077721"	"knop1"	"knop1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-76\")"	"lysine-rich nucleolar protein 1 [Source:ZFIN;Acc:ZDB-GENE-090313-76]"
"7850"	"ENSDARG00000052695"	"nr2f1a"	"nr2f1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-980526-115\")"	"nuclear receptor subfamily 2, group F, member 1a [Source:ZFIN;Acc:ZDB-GENE-980526-115]"
"7862"	"ENSDARG00000093612"	"si:dkey-92i17.2"	"si:dkey-92i17.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-6759\")"	"si:dkey-92i17.2 [Source:ZFIN;Acc:ZDB-GENE-030131-6759]"
"7893"	"ENSDARG00000010591"	"foxn4"	"foxn4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-990415-277\")"	"forkhead box N4 [Source:ZFIN;Acc:ZDB-GENE-990415-277]"
"7915"	"ENSDARG00000002165"	"psme1"	"psme1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-991110-17\")"	"proteasome activator subunit 1 [Source:ZFIN;Acc:ZDB-GENE-991110-17]"
"7927"	"ENSDARG00000079097"	"tanc2a"	"tanc2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060130-180\")"	"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2a [Source:ZFIN;Acc:ZDB-GENE-060130-180]"
"7965"	"ENSDARG00000088073"	"fam110b"	"fam110b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050626-70\")"	"family with sequence similarity 110, member B [Source:ZFIN;Acc:ZDB-GENE-050626-70]"
"7977"	"ENSDARG00000031246"	"hbegfb"	"hbegfb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070820-6\")"	"heparin-binding EGF-like growth factor b [Source:ZFIN;Acc:ZDB-GENE-070820-6]"
"8016"	"ENSDARG00000070426"	"chac1"	"chac1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-1957\")"	"ChaC, cation transport regulator homolog 1 (E. coli) [Source:ZFIN;Acc:ZDB-GENE-030131-1957]"
"8025"	"ENSDARG00000043157"	"dnajb13"	"dnajb13"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040910-4\")"	"DnaJ (Hsp40) homolog, subfamily B, member 13 [Source:ZFIN;Acc:ZDB-GENE-040910-4]"
"8057"	"ENSDARG00000104541"	"msh6"	"msh6"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-020905-3\")"	"mutS homolog 6 (E. coli) [Source:ZFIN;Acc:ZDB-GENE-020905-3]"
"8066"	"ENSDARG00000018891"	"rnaseh2a"	"rnaseh2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-976\")"	"ribonuclease H2, subunit A [Source:ZFIN;Acc:ZDB-GENE-040426-976]"
"8114"	"ENSDARG00000104992"	"epgn"	"epgn"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-100426-1\")"	"epithelial mitogen homolog (mouse) [Source:ZFIN;Acc:ZDB-GENE-100426-1]"
"8136"	"ENSDARG00000103959"	"pak1"	"pak1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030826-29\")"	"p21 protein (Cdc42/Rac)-activated kinase 1 [Source:ZFIN;Acc:ZDB-GENE-030826-29]"
"8148"	"ENSDARG00000087413"	"bean1"	"bean1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141216-52\")"	"brain expressed, associated with NEDD4, 1 [Source:ZFIN;Acc:ZDB-GENE-141216-52]"
"8149"	"ENSDARG00000007823"	"atf3"	"atf3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-728\")"	"activating transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-040426-728]"
"8169"	"ENSDARG00000035958"	"tnni2b.1"	"tnni2b.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050417-49\")"	"troponin I type 2b (skeletal, fast), tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050417-49]"
"8186"	"ENSDARG00000068833"	"dclre1b"	"dclre1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-061013-328\")"	"DNA cross-link repair 1B [Source:ZFIN;Acc:ZDB-GENE-061013-328]"
"8189"	"ENSDARG00000097485"	"cfap99"	"cfap99"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-161107-1\")"	"cilia and flagella associated protein 99 [Source:ZFIN;Acc:ZDB-GENE-161107-1]"
"8200"	"ENSDARG00000053558"	"rtkn2a"	"rtkn2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041010-225\")"	"rhotekin 2a [Source:ZFIN;Acc:ZDB-GENE-041010-225]"
"8202"	"ENSDARG00000100292"	"fam166b"	"fam166b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070209-41\")"	"family with sequence similarity 166, member B [Source:ZFIN;Acc:ZDB-GENE-070209-41]"
"8210"	"ENSDARG00000053858"	"crip1"	"crip1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041111-1\")"	"cysteine-rich protein 1 [Source:ZFIN;Acc:ZDB-GENE-041111-1]"
"8233"	"ENSDARG00000093044"	"si:ch211-161h7.5"	"si:ch211-161h7.5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-091204-265\")"	"si:ch211-161h7.5 [Source:ZFIN;Acc:ZDB-GENE-091204-265]"
"8262"	"ENSDARG00000097493"	"si:dkey-148h10.5"	"si:dkey-148h10.5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-131127-260\")"	"si:dkey-148h10.5 [Source:ZFIN;Acc:ZDB-GENE-131127-260]"
"8268"	"ENSDARG00000024471"	"nsl1"	"nsl1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041014-362\")"	"NSL1, MIS12 kinetochore complex component [Source:ZFIN;Acc:ZDB-GENE-041014-362]"
"8281"	"ENSDARG00000070314"	"cald1a"	"cald1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-1629\")"	"caldesmon 1a [Source:ZFIN;Acc:ZDB-GENE-030131-1629]"
"8295"	"ENSDARG00000042577"	"batf3"	"batf3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041014-356\")"	"basic leucine zipper transcription factor, ATF-like 3 [Source:ZFIN;Acc:ZDB-GENE-041014-356]"
"8300"	"ENSDARG00000062510"	"bcl11ba"	"bcl11ba"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-061207-62\")"	"B-cell CLL/lymphoma 11Ba (zinc finger protein) [Source:ZFIN;Acc:ZDB-GENE-061207-62]"
"8301"	"ENSDARG00000070868"	"cfap126"	"cfap126"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060825-357\")"	"cilia and flagella associated protein 126 [Source:ZFIN;Acc:ZDB-GENE-060825-357]"
"8320"	"ENSDARG00000057633"	"cxcr4a"	"cxcr4a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-020102-1\")"	"chemokine (C-X-C motif) receptor 4a [Source:ZFIN;Acc:ZDB-GENE-020102-1]"
"8334"	"ENSDARG00000059815"	"oaz2b"	"oaz2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070313-1\")"	"ornithine decarboxylase antizyme 2b [Source:ZFIN;Acc:ZDB-GENE-070313-1]"
"8375"	"ENSDARG00000005098"	"zgc:86764"	"zgc:86764"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-435\")"	"zgc:86764 [Source:ZFIN;Acc:ZDB-GENE-040718-435]"
"8408"	"ENSDARG00000092648"	"mvdb"	"mvdb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060503-404\")"	"mevalonate (diphospho) decarboxylase b [Source:ZFIN;Acc:ZDB-GENE-060503-404]"
"8432"	"ENSDARG00000015355"	"fosl1a"	"fosl1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-061207-7\")"	"FOS-like antigen 1a [Source:ZFIN;Acc:ZDB-GENE-061207-7]"
"8440"	"ENSDARG00000104903"	"cdkn1cb"	"cdkn1cb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-131127-286\")"	"cyclin-dependent kinase inhibitor 1Cb [Source:ZFIN;Acc:ZDB-GENE-131127-286]"
"8453"	"ENSDARG00000018623"	"rad54l"	"rad54l"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-968\")"	"RAD54-like (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-968]"
"8466"	"ENSDARG00000075714"	"si:dkey-27p23.3"	"si:dkey-27p23.3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070705-453\")"	"si:dkey-27p23.3 [Source:ZFIN;Acc:ZDB-GENE-070705-453]"
"8488"	"ENSDARG00000037921"	"gng13b"	"gng13b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-97\")"	"guanine nucleotide binding protein (G protein), gamma 13b [Source:ZFIN;Acc:ZDB-GENE-040718-97]"
"8495"	"ENSDARG00000098350"	"mxd3"	"mxd3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1588\")"	"MAX dimerization protein 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1588]"
"8498"	"ENSDARG00000101135"	"si:dkey-85k7.7"	"si:dkey-85k7.7"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040128-7\")"	"si:dkey-85k7.7 [Source:ZFIN;Acc:ZDB-GENE-040128-7]"
"8534"	"ENSDARG00000056795"	"serpine1"	"serpine1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070912-60\")"	"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 [Source:ZFIN;Acc:ZDB-GENE-070912-60]"
"8555"	"ENSDARG00000021172"	"cyp2ad2"	"cyp2ad2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-020812-2\")"	"cytochrome P450, family 2, subfamily AD, polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-020812-2]"
"8611"	"ENSDARG00000056740"	"tmeff1b"	"tmeff1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050706-143\")"	"transmembrane protein with EGF-like and two follistatin-like domains 1b [Source:ZFIN;Acc:ZDB-GENE-050706-143]"
"8620"	"ENSDARG00000022650"	"cyp2ad3"	"cyp2ad3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041001-156\")"	"cytochrome P450, family 2, subfamily AD, polypeptide 3 [Source:ZFIN;Acc:ZDB-GENE-041001-156]"
"8622"	"ENSDARG00000096496"	"BX571705.1"	"BX571705.1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"8631"	"ENSDARG00000013771"	"ctss2.2"	"ctss2.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050626-55\")"	"cathepsin S, ortholog 2, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050626-55]"
"8649"	"ENSDARG00000062103"	"ankrd24"	"ankrd24"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050208-747\")"	"ankyrin repeat domain 24 [Source:ZFIN;Acc:ZDB-GENE-050208-747]"
"8654"	"ENSDARG00000105439"	"CU459186.9"	"CU459186.9"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"8658"	"ENSDARG00000069045"	"chtf8"	"chtf8"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050419-148\")"	"CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-050419-148]"
"8665"	"ENSDARG00000091003"	"il34"	"il34"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050419-150\")"	"interleukin 34 [Source:ZFIN;Acc:ZDB-GENE-050419-150]"
"8678"	"ENSDARG00000025855"	"camk2n1a"	"camk2n1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050522-319\")"	"calcium/calmodulin-dependent protein kinase II inhibitor 1a [Source:ZFIN;Acc:ZDB-GENE-050522-319]"
"8690"	"ENSDARG00000005185"	"cpn1"	"cpn1*1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9116\")"	"carboxypeptidase N, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9116]"
"8746"	"ENSDARG00000057714"	"cmah"	"cmah"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040704-33\")"	"cytidine monophospho-N-acetylneuraminic acid hydroxylase [Source:ZFIN;Acc:ZDB-GENE-040704-33]"
"8832"	"ENSDARG00000070959"	"si:ch211-288g17.3"	"si:ch211-288g17.3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-461\")"	"si:ch211-288g17.3 [Source:ZFIN;Acc:ZDB-GENE-030131-461]"
"8864"	"ENSDARG00000058548"	"bves"	"bves"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040624-11\")"	"blood vessel epicardial substance [Source:ZFIN;Acc:ZDB-GENE-040624-11]"
"8875"	"ENSDARG00000062326"	"hmgn7"	"hmgn7"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-061215-23\")"	"high mobility group nucleosomal binding domain 7 [Source:ZFIN;Acc:ZDB-GENE-061215-23]"
"8882"	"ENSDARG00000055753"	"suv39h1b"	"suv39h1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-5105\")"	"suppressor of variegation 3-9 homolog 1b [Source:ZFIN;Acc:ZDB-GENE-030131-5105]"
"8924"	"ENSDARG00000070440"	"atp6v1c2"	"atp6v1c2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-131127-65\")"	"ATPase, H+ transporting, lysosomal, V1 subunit C2 [Source:ZFIN;Acc:ZDB-GENE-131127-65]"
"8931"	"ENSDARG00000059057"	"atpv0e2"	"atpv0e2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050522-135\")"	"ATPase, H+ transporting V0 subunit e2 [Source:ZFIN;Acc:ZDB-GENE-050522-135]"
"8950"	"ENSDARG00000026871"	"uchl1"	"uchl1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-3844\")"	"ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase) [Source:ZFIN;Acc:ZDB-GENE-030131-3844]"
"8952"	"ENSDARG00000089418"	"si:dkey-164f24.2"	"si:dkey-164f24.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-7035\")"	"si:dkey-164f24.2 [Source:ZFIN;Acc:ZDB-GENE-030131-7035]"
"8958"	"ENSDARG00000018006"	"vrk1"	"vrk1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2709\")"	"vaccinia related kinase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2709]"
"8995"	"ENSDARG00000025350"	"prdx2"	"prdx2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030326-2\")"	"peroxiredoxin 2 [Source:ZFIN;Acc:ZDB-GENE-030326-2]"
"9021"	"ENSDARG00000102874"	"immt"	"immt"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-5417\")"	"inner membrane protein, mitochondrial (mitofilin) [Source:ZFIN;Acc:ZDB-GENE-030131-5417]"
"9028"	"ENSDARG00000060501"	"dpcd"	"dpcd"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060825-166\")"	"deleted in primary ciliary dyskinesia homolog (mouse) [Source:ZFIN;Acc:ZDB-GENE-060825-166]"
"9042"	"ENSDARG00000079499"	"stk32a"	"stk32a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-091204-271\")"	"serine/threonine kinase 32A [Source:ZFIN;Acc:ZDB-GENE-091204-271]"
"9065"	"ENSDARG00000020289"	"pif1"	"pif1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-4928\")"	"PIF1 5'-to-3' DNA helicase homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-4928]"
"9073"	"ENSDARG00000025218"	"myo5ab"	"myo5ab"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050411-72\")"	"myosin VAb [Source:ZFIN;Acc:ZDB-GENE-050411-72]"
"9076"	"ENSDARG00000009087"	"cd74a"	"cd74a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-000901-1\")"	"CD74 molecule, major histocompatibility complex, class II invariant chain a [Source:ZFIN;Acc:ZDB-GENE-000901-1]"
"9079"	"ENSDARG00000058140"	"ttc25"	"ttc25"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-995\")"	"tetratricopeptide repeat domain 25 [Source:ZFIN;Acc:ZDB-GENE-040426-995]"
"9123"	"ENSDARG00000042428"	"gstt1a"	"gstt1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-031001-13\")"	"glutathione S-transferase theta 1a [Source:ZFIN;Acc:ZDB-GENE-031001-13]"
"9126"	"ENSDARG00000092920"	"si:ch211-106h4.12"	"si:ch211-106h4.12"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070705-12\")"	"si:ch211-106h4.12 [Source:ZFIN;Acc:ZDB-GENE-070705-12]"
"9139"	"ENSDARG00000012388"	"cox4i1l"	"cox4i1l"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-130814-2\")"	"cytochrome c oxidase subunit IV isoform 1, like [Source:ZFIN;Acc:ZDB-GENE-130814-2]"
"9164"	"ENSDARG00000051783"	"rplp0"	"rplp0"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-000629-1\")"	"ribosomal protein, large, P0 [Source:ZFIN;Acc:ZDB-GENE-000629-1]"
"9216"	"ENSDARG00000098798"	"CR382300.1"	"CR382300.1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"9224"	"ENSDARG00000073978"	"crabp2a"	"crabp2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-020320-4\")"	"cellular retinoic acid binding protein 2, a [Source:ZFIN;Acc:ZDB-GENE-020320-4]"
"9225"	"ENSDARG00000070346"	"hoxc8a"	"hoxc8a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-990415-114\")"	"homeobox C8a [Source:ZFIN;Acc:ZDB-GENE-990415-114]"
"9240"	"ENSDARG00000070339"	"hoxc3a"	"hoxc3a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-980526-532\")"	"homeo box C3a [Source:ZFIN;Acc:ZDB-GENE-980526-532]"
"9260"	"ENSDARG00000060394"	"mtfr2"	"mtfr2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-061013-398\")"	"mitochondrial fission regulator 2 [Source:ZFIN;Acc:ZDB-GENE-061013-398]"
"9271"	"ENSDARG00000057683"	"mcm6"	"mcm6"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030909-6\")"	"minichromosome maintenance complex component 6 [Source:ZFIN;Acc:ZDB-GENE-030909-6]"
"9282"	"ENSDARG00000069378"	"pard6a"	"pard6a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070705-215\")"	"par-6 family cell polarity regulator alpha [Source:ZFIN;Acc:ZDB-GENE-070705-215]"
"9284"	"ENSDARG00000087999"	"BX664625.3"	"BX664625.3"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"9286"	"ENSDARG00000103862"	"hoxa4a"	"hoxa4a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-000823-3\")"	"homeobox A4a [Source:ZFIN;Acc:ZDB-GENE-000823-4]"
